purchase_id,store_id,account_number,total_price,online
776,389,886-16-0684,372,FALSE
777,620,799-92-8148,747,TRUE
778,94,509-17-2911,749,TRUE
779,108,864-75-1483,281,TRUE
780,873,175-91-4641,388,TRUE
781,343,631-71-8792,529,TRUE
782,960,656-22-8443,276,FALSE
783,91,479-93-3548,575,TRUE
784,358,480-55-7559,461,TRUE
785,281,704-87-0133,223,TRUE
786,964,158-91-6260,467,FALSE
787,656,741-22-8377,319,FALSE
788,902,580-57-4186,221,TRUE
789,386,485-47-0677,116,TRUE
790,421,190-46-4860,831,TRUE
791,779,345-64-0691,974,FALSE
792,16,804-43-4635,872,TRUE
793,87,504-66-4985,249,TRUE
794,96,493-56-0179,543,TRUE
795,767,112-87-5878,34,FALSE
796,157,223-84-9969,511,FALSE
797,587,646-23-5119,789,FALSE
798,510,203-97-0596,936,TRUE
799,705,608-19-4442,666,TRUE
800,331,744-64-3488,561,TRUE
801,271,532-26-5591,262,TRUE
802,816,517-25-3794,784,TRUE
803,496,731-76-4140,117,TRUE
804,756,603-17-9354,805,TRUE
805,247,387-66-5064,971,TRUE
806,833,697-38-4132,711,TRUE
807,365,575-09-8693,436,FALSE
808,103,693-73-7471,559,TRUE
809,914,499-01-9228,102,TRUE
810,451,521-20-5132,887,FALSE
811,458,505-82-1540,522,FALSE
812,16,442-41-5983,764,FALSE
813,42,662-58-3291,869,TRUE
814,183,559-52-8667,39,TRUE
815,978,639-71-9508,339,TRUE
816,751,258-07-9363,436,TRUE
817,401,121-61-0640,734,TRUE
818,289,482-91-4263,197,TRUE
819,260,714-14-4597,265,TRUE
820,219,738-85-5495,663,TRUE
821,156,849-01-5303,141,TRUE
822,321,888-25-2218,912,TRUE
823,628,344-43-8785,51,TRUE
824,288,515-88-2133,304,TRUE
825,321,897-50-0558,655,FALSE
826,733,300-30-5454,896,TRUE
827,172,563-55-5925,598,TRUE
828,54,791-24-5570,380,TRUE
829,62,710-60-7078,945,TRUE
830,264,545-46-1958,327,TRUE
831,882,228-21-0684,218,TRUE
832,914,629-96-9538,726,FALSE
833,103,362-15-8290,25,FALSE
834,995,725-69-8026,669,FALSE
835,80,696-16-9173,48,TRUE
836,427,530-39-6570,66,TRUE
837,291,526-17-9812,992,FALSE
838,474,441-89-9348,525,FALSE
839,828,352-05-4466,617,TRUE
840,421,117-68-0856,978,TRUE
841,381,332-85-6875,88,FALSE
842,861,276-01-3147,628,TRUE
843,364,305-22-9559,622,TRUE
844,851,551-04-3486,978,FALSE
845,333,218-95-0969,178,TRUE
846,122,145-54-0416,878,TRUE
847,668,819-56-9024,184,TRUE
848,699,451-49-2735,820,TRUE
849,142,888-60-1544,376,FALSE
850,749,166-07-0080,651,TRUE
851,354,166-47-8497,246,FALSE
852,12,732-97-9649,953,TRUE
853,318,796-18-8055,896,TRUE
854,481,886-58-2679,338,TRUE
855,656,514-42-8941,89,TRUE
856,200,801-49-4610,926,TRUE
857,458,567-77-3353,60,FALSE
858,843,393-59-4395,501,TRUE
859,884,159-15-0099,222,FALSE
860,991,385-72-3632,445,FALSE
861,486,400-96-7670,96,TRUE
862,917,413-02-7858,345,FALSE
863,407,594-72-5372,204,TRUE
864,756,631-26-2641,881,TRUE
865,618,500-81-3817,778,FALSE
866,700,850-62-7684,400,TRUE
867,435,712-61-7462,186,FALSE
868,367,261-20-8224,709,FALSE
869,578,180-33-9279,374,FALSE
870,253,686-14-0308,161,TRUE
871,395,199-40-6723,336,TRUE
872,822,796-05-5086,490,TRUE
873,899,645-57-8760,706,TRUE
874,202,585-27-0400,203,FALSE
875,319,506-90-0551,46,TRUE
876,724,546-18-6745,121,TRUE
877,181,212-79-9146,581,TRUE
878,836,192-65-1654,365,TRUE
879,534,329-14-1645,2,FALSE
880,876,744-14-3718,224,TRUE
881,411,825-12-5506,329,FALSE
882,757,117-47-3145,403,FALSE
883,454,689-42-3160,590,TRUE
884,468,169-02-0990,357,FALSE
885,548,415-33-8123,793,TRUE
886,163,762-24-0448,777,TRUE
887,599,891-86-7980,84,FALSE
888,672,650-65-9454,890,FALSE
889,366,171-91-2871,473,FALSE
890,316,414-07-8049,772,TRUE
891,20,395-28-1898,389,FALSE
892,802,519-99-9980,589,TRUE
893,163,464-56-6184,122,TRUE
894,366,273-70-6693,525,FALSE
895,88,137-92-9395,554,TRUE
896,410,479-52-0569,820,FALSE
897,227,559-21-6451,108,TRUE
898,645,210-85-2541,586,TRUE
899,161,150-54-3198,748,FALSE
900,42,682-88-1795,943,TRUE
901,586,719-09-3247,135,FALSE
902,770,657-60-2014,131,TRUE
903,162,673-01-4738,135,FALSE
904,47,721-39-3581,440,FALSE
905,250,321-72-7328,654,TRUE
906,186,194-61-9835,918,FALSE
907,936,111-06-1404,119,FALSE
908,394,505-72-4846,264,FALSE
909,91,240-52-0930,471,FALSE
910,725,700-64-6412,333,FALSE
911,975,535-46-9462,76,TRUE
912,19,311-07-4673,359,FALSE
913,254,878-27-9619,893,FALSE
914,325,814-75-5356,206,FALSE
915,383,583-23-8903,581,FALSE
916,111,201-92-9397,991,FALSE
917,440,289-33-0995,274,FALSE
918,542,331-72-2876,289,TRUE
919,167,174-38-8457,419,TRUE
920,283,113-61-1086,127,FALSE
921,333,364-75-8150,904,TRUE
922,91,738-60-4698,537,TRUE
923,462,875-88-0398,827,FALSE
924,232,192-67-0502,439,TRUE
925,848,430-39-6412,665,TRUE
926,359,620-16-1803,228,FALSE
927,958,172-93-3084,834,FALSE
928,191,734-24-3103,284,FALSE
929,758,123-09-6064,598,TRUE
930,726,226-54-9246,337,FALSE
931,851,629-24-2570,650,FALSE
932,165,732-16-1516,987,TRUE
933,134,803-91-3511,678,FALSE
934,688,217-64-4906,147,FALSE
935,866,110-51-1993,601,FALSE
936,162,178-47-9869,150,TRUE
937,624,700-46-3187,976,TRUE
938,775,714-60-8212,400,FALSE
939,772,213-35-5201,738,FALSE
940,410,775-49-3514,758,FALSE
941,677,568-95-2248,480,FALSE
942,80,514-54-3563,527,TRUE
943,809,141-29-1781,104,FALSE
944,832,151-72-5539,298,FALSE
945,672,151-32-7937,397,FALSE
946,25,360-52-9650,490,FALSE
947,237,710-36-9200,158,TRUE
948,729,783-37-8085,876,TRUE
949,334,270-10-7970,918,TRUE
950,464,520-41-8655,525,TRUE
951,623,260-38-5447,794,FALSE
952,875,634-17-8517,4,FALSE
953,103,768-68-9315,499,TRUE
954,1,686-10-6010,980,TRUE
955,611,719-74-6148,753,FALSE
956,844,861-95-7266,420,FALSE
957,382,863-22-2802,904,FALSE
958,522,540-66-8501,306,TRUE
959,56,381-44-9260,140,TRUE
960,496,861-87-8896,199,TRUE
961,371,526-04-3918,411,FALSE
962,543,601-44-9664,275,TRUE
963,322,681-56-6603,870,FALSE
964,448,321-12-8464,333,TRUE
965,367,420-75-6617,104,FALSE
966,64,185-48-4650,394,TRUE
967,580,341-53-8356,804,TRUE
968,644,446-05-9627,658,TRUE
969,569,138-54-4518,718,FALSE
970,64,421-49-6223,606,FALSE
971,661,896-21-6491,406,FALSE
972,724,534-38-5714,141,FALSE
973,934,638-48-8898,684,FALSE
974,631,550-11-0630,7,TRUE
975,534,867-86-7029,121,TRUE
976,178,889-70-5186,586,FALSE
977,421,354-58-0555,337,FALSE
978,149,650-62-5048,393,TRUE
979,222,740-79-3718,103,TRUE
980,544,156-45-2452,457,FALSE
981,928,856-91-9105,674,TRUE
982,26,349-46-5868,203,FALSE
983,817,557-27-4081,404,FALSE
984,931,548-76-7057,112,TRUE
985,442,536-57-2863,828,TRUE
986,390,810-87-0919,360,TRUE
987,840,743-32-4546,919,TRUE
988,754,652-22-9180,32,FALSE
989,598,285-89-5713,152,FALSE
990,555,156-86-6141,275,TRUE
991,639,420-25-5614,868,FALSE
992,464,779-99-4983,135,TRUE
993,337,476-17-4167,839,FALSE
994,290,133-28-4353,648,TRUE
995,555,275-10-1144,506,TRUE
996,778,728-69-2207,971,TRUE
997,463,479-25-4889,316,FALSE
998,960,295-33-7346,826,FALSE
999,825,446-77-3565,245,FALSE
1000,542,267-48-0631,628,TRUE
