purchase_id,date,total_price,store_id,account_number,online
635,3/9/2018,369,321,776-16-8820,false
636,4/21/2018,974,499,726-41-9424,true
637,11/14/2017,326,763,475-40-9985,false
638,9/29/2017,511,780,202-82-7203,false
639,9/27/2017,356,263,368-14-6884,true
640,12/16/2017,814,776,209-59-7167,false
641,5/14/2018,95,265,361-93-2285,true
642,8/11/2017,898,266,759-76-0280,true
643,6/4/2018,635,202,325-91-8929,true
644,9/22/2017,651,35,651-62-4430,false
645,11/24/2017,624,617,831-66-3836,true
646,10/24/2017,956,31,861-01-5087,false
647,9/29/2017,333,499,829-47-2345,false
648,8/21/2017,31,772,537-82-9452,true
649,2/11/2018,963,911,841-54-8600,true
650,1/23/2018,415,544,840-23-2686,false
651,2/8/2018,292,748,653-72-2978,true
652,9/23/2017,739,674,651-07-3590,false
653,1/15/2018,711,348,173-39-9244,false
654,2/14/2018,273,954,621-61-9133,true
655,10/4/2017,30,817,601-75-3252,false
656,5/2/2018,209,91,820-49-5708,false
657,12/23/2017,720,606,562-21-6047,true
658,10/28/2017,160,961,387-99-0069,false
659,3/23/2018,228,550,499-74-8966,true
660,11/5/2017,864,577,136-04-4358,true
661,11/29/2017,618,118,768-90-7964,false
662,11/3/2017,174,67,222-28-7691,true
663,1/31/2018,920,836,629-73-3107,false
664,9/21/2017,239,153,711-28-1941,true
665,2/3/2018,497,208,881-47-9810,true
666,12/9/2017,959,599,841-97-0812,false
667,3/13/2018,583,778,528-35-3955,false
668,6/19/2018,802,476,862-92-9753,false
669,5/2/2018,116,106,222-92-0906,false
670,2/28/2018,167,683,385-45-5567,true
671,3/3/2018,49,193,290-43-6497,true
672,5/7/2018,331,914,851-47-6343,true
673,7/24/2017,157,135,256-03-3011,false
674,2/17/2018,113,913,602-85-1243,false
675,11/19/2017,46,253,387-02-3043,false
676,11/16/2017,68,749,752-42-9922,false
677,10/20/2017,46,440,809-12-0145,true
678,4/24/2018,272,290,669-01-8425,true
679,4/24/2018,934,813,228-97-8042,false
680,1/17/2018,729,790,689-55-5301,false
681,9/9/2017,15,81,438-02-8056,false
682,11/13/2017,280,584,335-55-3874,true
683,10/4/2017,791,197,672-95-4895,true
684,11/9/2017,447,626,393-25-9131,true
685,7/8/2017,709,393,235-18-1094,false
686,4/16/2018,426,778,321-12-0984,false
687,2/1/2018,263,635,513-88-0672,true
688,11/25/2017,497,35,596-37-2506,true
689,7/31/2017,692,566,229-19-5734,false
690,10/14/2017,672,376,636-14-1606,false
691,4/24/2018,211,542,382-53-4669,true
692,1/9/2018,380,795,601-47-9102,false
693,6/24/2017,832,425,818-45-2559,false
694,4/19/2018,611,513,783-21-2828,true
695,4/10/2018,47,711,490-94-0314,true
696,1/7/2018,200,917,461-79-8387,false
697,4/15/2018,88,573,550-71-7129,true
698,12/10/2017,701,997,484-96-1586,true
699,6/22/2018,138,957,314-02-4424,true
700,12/11/2017,869,841,205-43-6971,false
701,1/11/2018,276,78,215-56-9037,false
702,8/13/2017,210,280,556-48-8892,true
703,4/6/2018,397,507,344-75-5547,true
704,1/28/2018,625,466,662-46-4857,false
705,5/4/2018,137,426,813-30-2921,false
706,8/27/2017,649,685,750-05-0135,true
707,9/11/2017,621,892,480-39-4365,true
708,4/13/2018,775,945,106-84-8182,false
709,2/21/2018,720,624,184-84-8648,false
710,12/7/2017,376,107,369-20-0714,false
711,9/8/2017,363,715,301-95-4840,true
712,7/31/2017,37,469,194-70-7492,true
713,12/12/2017,546,967,438-09-7933,false
714,4/24/2018,38,764,759-37-5260,true
715,10/19/2017,406,110,849-86-6805,false
716,5/23/2018,343,468,763-95-4719,true
717,3/11/2018,78,551,701-73-1258,true
718,2/23/2018,840,7,315-01-7505,true
719,2/15/2018,662,757,527-03-5023,true
720,7/12/2017,23,765,717-96-5563,false
721,6/2/2018,664,379,367-67-5401,true
722,7/20/2017,723,955,587-20-4904,false
723,4/18/2018,131,875,662-22-9812,false
724,7/14/2017,20,451,338-37-9420,false
725,8/10/2017,679,662,124-03-9680,true
726,9/3/2017,85,851,683-48-8446,true
727,7/25/2017,421,322,749-91-3994,false
728,12/5/2017,672,314,202-65-7887,false
729,7/12/2017,984,193,748-17-1637,true
730,10/31/2017,451,388,634-52-2285,true
731,3/18/2018,901,18,199-54-5651,true
732,4/24/2018,116,230,342-02-0519,false
733,4/8/2018,540,938,558-19-8747,true
734,12/17/2017,398,372,880-14-0438,true
735,11/30/2017,819,124,452-83-1639,true
736,8/6/2017,185,855,312-07-7466,false
737,1/2/2018,646,709,323-65-5125,true
738,1/5/2018,708,50,101-21-4713,false
739,1/3/2018,159,617,573-65-8232,false
740,6/14/2018,822,173,368-69-4505,false
741,12/4/2017,437,76,537-75-2033,false
742,12/14/2017,102,816,344-91-4520,false
743,7/31/2017,916,580,594-52-1472,true
744,5/4/2018,819,193,627-34-7783,false
745,4/13/2018,197,209,546-99-4526,true
746,1/24/2018,510,859,286-07-2574,true
747,10/17/2017,88,385,381-12-3044,true
748,4/10/2018,962,76,243-85-1489,true
749,6/22/2018,402,190,167-17-8514,true
750,10/6/2017,53,864,701-50-8417,true
751,5/28/2018,878,507,178-14-7958,true
752,2/14/2018,742,347,275-72-0832,false
753,12/31/2017,246,533,431-70-2155,true
754,1/13/2018,269,78,704-73-3276,false
755,12/22/2017,663,100,305-55-6627,true
756,12/3/2017,10,545,321-99-4416,true
757,5/11/2018,642,369,479-84-3663,true
758,1/6/2018,83,550,524-75-3889,true
759,3/5/2018,534,788,451-44-1283,true
760,12/21/2017,855,951,640-91-1366,true
761,9/24/2017,890,918,240-12-2617,true
762,2/5/2018,526,806,831-84-7186,false
763,10/19/2017,614,938,824-03-0622,false
764,1/5/2018,207,340,431-45-4716,true
765,6/9/2018,336,879,362-39-9142,true
766,11/3/2017,866,676,518-55-5392,true
767,3/13/2018,436,455,641-79-4435,false
768,4/17/2018,526,445,140-94-7032,true
769,8/21/2017,832,267,522-43-0692,false
770,6/23/2018,443,405,254-24-5296,true
771,6/17/2018,555,790,767-09-1043,true
772,10/23/2017,549,795,646-62-0714,false
773,7/4/2017,13,734,498-32-2731,true
774,10/29/2017,418,784,571-34-4848,true
775,2/1/2018,456,158,734-66-9464,true
776,12/12/2017,375,415,133-73-9528,false
777,2/27/2018,400,630,216-46-7616,true
778,8/30/2017,170,793,266-74-5348,true
779,8/31/2017,78,842,383-32-8344,true
780,7/7/2017,614,213,450-38-5259,true
781,12/19/2017,530,703,364-77-1866,true
782,4/24/2018,932,925,710-52-2838,false
783,9/17/2017,726,167,401-74-2845,false
784,11/20/2017,633,278,250-61-4116,true
785,3/27/2018,719,305,891-86-1609,false
786,10/2/2017,369,508,428-32-1919,false
787,3/31/2018,410,276,797-90-7137,true
788,4/3/2018,505,152,674-35-1132,false
789,2/26/2018,988,55,594-95-3819,false
790,8/26/2017,453,550,203-50-8398,true
791,9/14/2017,108,362,479-72-7135,false
792,5/28/2018,215,621,611-93-5871,false
793,4/18/2018,909,167,756-26-9197,true
794,1/31/2018,875,876,807-87-1296,true
795,6/1/2018,874,868,300-20-9068,false
796,4/22/2018,287,580,527-56-4910,false
797,11/7/2017,620,543,590-99-8156,true
798,8/8/2017,307,873,161-45-5108,false
799,5/25/2018,601,597,620-85-8004,false
800,5/12/2018,777,338,863-52-2368,true
801,1/9/2018,557,722,190-67-0337,true
802,12/11/2017,517,128,286-93-2332,true
803,10/15/2017,868,932,652-12-6517,true
804,9/17/2017,150,639,641-33-3494,false
805,11/9/2017,556,59,517-79-6328,true
806,7/31/2017,387,612,122-26-9818,false
807,1/13/2018,915,978,705-45-5229,false
808,12/31/2017,408,325,358-97-0269,false
809,7/30/2017,546,300,101-32-1764,true
810,11/24/2017,231,534,386-19-7780,false
811,7/4/2017,328,837,733-55-9317,true
812,5/25/2018,5,92,492-31-1548,true
813,7/25/2017,707,746,346-61-0213,true
814,5/4/2018,333,51,721-49-1558,false
815,7/30/2017,938,338,620-76-2548,true
816,2/3/2018,960,314,547-83-0510,true
817,3/2/2018,445,583,172-09-7865,false
818,11/16/2017,201,965,730-92-8227,false
819,9/2/2017,659,82,385-45-1594,true
820,5/5/2018,517,719,479-39-1956,false
821,8/3/2017,724,838,544-29-8724,false
822,10/24/2017,110,396,673-95-3383,true
823,11/20/2017,930,436,382-73-5283,true
824,11/24/2017,16,919,824-73-9214,false
825,3/30/2018,303,442,643-09-8417,true
826,4/5/2018,517,616,271-17-3466,true
827,4/10/2018,603,506,256-15-4859,false
828,8/9/2017,496,419,577-65-5402,false
829,9/14/2017,484,527,383-34-7277,true
830,7/4/2017,729,675,423-51-5872,false
831,7/1/2017,310,38,440-54-8321,true
832,10/27/2017,900,492,591-25-1790,true
833,1/25/2018,718,120,587-57-4176,false
834,6/15/2018,567,117,198-18-5813,true
835,3/25/2018,722,549,122-16-3199,false
836,7/22/2017,996,35,525-06-9221,false
837,8/28/2017,52,720,614-99-1517,true
838,4/3/2018,645,726,341-38-0682,true
839,10/3/2017,241,237,319-70-4373,true
840,9/27/2017,247,118,780-40-8617,true
841,4/12/2018,932,441,812-98-7200,false
842,7/3/2017,667,964,693-78-9179,true
843,9/12/2017,10,98,770-07-6144,false
844,1/30/2018,114,27,747-73-6557,false
845,8/6/2017,578,690,231-84-1710,false
846,4/7/2018,295,392,525-84-5828,false
847,6/4/2018,767,378,340-11-6315,true
848,12/4/2017,630,140,632-35-5655,false
849,10/29/2017,210,497,300-72-6366,true
850,7/5/2017,643,546,534-31-4895,false
851,2/2/2018,346,747,246-34-5444,true
852,7/18/2017,391,323,634-55-2026,true
853,9/26/2017,547,593,688-23-1743,true
854,1/22/2018,862,825,874-13-1021,true
855,9/19/2017,97,116,136-90-0172,true
856,9/19/2017,650,283,106-36-4789,false
857,4/30/2018,935,925,453-94-1221,false
858,9/16/2017,442,439,876-08-4239,false
859,12/9/2017,281,986,164-71-7745,false
860,7/23/2017,330,23,304-06-0648,true
861,11/16/2017,559,716,565-94-1392,true
862,6/12/2018,603,739,178-80-8744,true
863,8/7/2017,479,102,289-42-6038,false
864,3/4/2018,282,922,365-03-4630,false
865,12/3/2017,961,623,423-89-5639,true
866,4/17/2018,481,977,332-44-1536,false
867,10/1/2017,198,765,772-90-8192,true
868,10/25/2017,512,305,555-72-9724,false
869,1/28/2018,920,172,160-23-6915,true
870,4/24/2018,696,141,794-19-8480,true
871,6/17/2018,436,809,211-92-6666,false
872,5/31/2018,335,209,397-89-4477,false
873,8/8/2017,814,789,455-67-0358,false
874,3/25/2018,850,884,242-26-4542,true
875,8/19/2017,409,388,680-43-6910,false
876,6/15/2018,477,32,404-23-4741,true
877,1/8/2018,394,854,663-82-3241,false
878,3/1/2018,804,472,194-05-5529,true
879,3/6/2018,661,63,475-43-9438,true
880,10/6/2017,517,477,324-27-8760,true
881,7/13/2017,691,359,114-88-1210,true
882,8/29/2017,959,526,896-29-2351,false
883,3/22/2018,559,28,336-66-4723,false
884,6/6/2018,770,532,758-69-6551,false
885,10/12/2017,161,933,868-82-3286,false
886,9/7/2017,946,838,616-84-3658,false
887,4/27/2018,953,107,529-44-1051,false
888,5/5/2018,455,28,797-78-2848,false
889,2/8/2018,470,494,407-18-0187,true
890,12/11/2017,988,905,723-10-5039,true
891,4/26/2018,567,128,476-90-7921,false
892,4/24/2018,653,753,714-05-2041,false
893,1/12/2018,801,95,566-84-0717,true
894,9/10/2017,429,544,898-18-9429,false
895,6/17/2018,264,301,406-49-9233,true
896,6/12/2018,386,848,378-72-1049,true
897,12/15/2017,564,377,304-50-7122,true
898,11/9/2017,298,531,111-60-4477,true
899,8/9/2017,218,324,464-35-6718,false
900,9/28/2017,309,654,417-67-6361,false
901,12/8/2017,48,263,579-34-1215,false
902,8/10/2017,625,594,592-01-5714,true
903,10/5/2017,293,863,579-02-4408,false
904,2/10/2018,280,261,273-12-8120,false
905,4/7/2018,874,564,472-36-5928,false
906,10/24/2017,762,843,320-18-8866,false
907,9/8/2017,914,810,583-27-7294,true
908,8/21/2017,344,949,705-22-2948,false
909,4/29/2018,669,424,507-40-0049,false
910,3/13/2018,257,447,297-03-8198,true
911,1/10/2018,745,895,599-47-8622,true
912,2/6/2018,353,342,791-50-2775,true
913,3/20/2018,346,978,648-10-7202,true
914,6/4/2018,535,540,533-17-2531,true
915,12/10/2017,548,339,384-48-7421,true
916,2/6/2018,20,280,446-24-4508,true
917,8/15/2017,621,171,641-55-5169,true
918,7/8/2017,448,790,487-03-5758,false
919,7/28/2017,349,671,661-16-2734,false
920,3/28/2018,626,373,244-71-7012,true
921,8/6/2017,324,88,100-98-6304,false
922,3/17/2018,613,964,150-13-1160,true
923,10/2/2017,628,383,650-05-5807,true
924,10/19/2017,816,655,518-62-7459,false
925,4/13/2018,685,334,265-62-7914,false
926,10/12/2017,951,333,572-93-6026,false
927,6/10/2018,837,334,702-53-4605,false
928,6/21/2018,384,248,403-69-5017,false
929,1/17/2018,143,881,680-32-8736,false
930,4/14/2018,305,384,379-87-8726,false
931,1/16/2018,972,813,519-19-8153,false
932,5/21/2018,457,876,581-59-2214,false
933,9/6/2017,740,437,343-54-0335,false
934,5/4/2018,582,728,367-91-8581,true
935,4/8/2018,326,937,535-34-0070,false
936,4/5/2018,147,962,126-75-0631,true
937,5/24/2018,916,195,111-92-2890,false
938,12/3/2017,877,245,216-56-3232,true
939,10/3/2017,953,540,196-90-5524,false
940,10/25/2017,707,244,815-55-0238,true
941,7/15/2017,40,657,280-27-0734,false
942,9/29/2017,788,789,618-53-9277,false
943,5/27/2018,706,865,532-31-7869,true
944,12/16/2017,633,545,865-36-4975,true
945,7/20/2017,921,51,200-21-6431,false
946,8/28/2017,994,81,869-97-5751,true
947,12/27/2017,919,839,627-94-4425,true
948,7/7/2017,548,982,881-67-9076,false
949,2/22/2018,569,301,639-73-8199,false
950,5/25/2018,741,914,617-58-2348,false
951,8/24/2017,849,360,461-17-7787,false
952,4/11/2018,190,50,673-05-3679,false
953,9/9/2017,106,935,812-30-6012,true
954,3/31/2018,562,882,521-40-9390,false
955,9/28/2017,88,48,412-56-8188,false
956,10/9/2017,322,733,447-94-5924,true
957,10/2/2017,344,799,544-50-2442,true
958,5/18/2018,274,594,379-72-8167,false
959,1/10/2018,974,526,300-96-3987,true
960,3/13/2018,623,914,103-11-4049,false
961,10/15/2017,215,241,212-73-9444,true
962,3/21/2018,109,793,635-05-4214,false
963,11/17/2017,463,89,546-47-7184,true
964,9/19/2017,722,403,181-70-5460,true
965,7/4/2017,442,973,260-60-1443,false
966,9/25/2017,574,67,330-84-2045,false
967,7/26/2017,690,610,563-03-0311,false
968,4/6/2018,512,553,544-33-0784,false
969,10/12/2017,272,577,795-57-7525,true
970,1/23/2018,552,473,888-50-7865,false
971,7/8/2017,970,63,112-58-2183,false
972,5/23/2018,538,221,885-94-8897,true
973,4/29/2018,624,35,289-45-3219,false
974,3/23/2018,899,972,386-91-1197,false
975,5/27/2018,98,419,781-60-5104,true
976,4/12/2018,963,646,843-04-2074,false
977,5/15/2018,720,608,838-09-3797,false
978,12/14/2017,938,536,869-15-7516,false
979,9/15/2017,870,910,224-32-4582,true
980,12/29/2017,555,647,275-56-4155,false
981,9/4/2017,711,786,600-89-2467,true
982,4/8/2018,187,484,610-41-9395,false
983,1/3/2018,611,792,375-48-8802,true
984,10/27/2017,276,431,669-85-3649,true
985,5/8/2018,810,97,596-11-1429,false
986,2/10/2018,616,667,646-47-0554,true
987,12/2/2017,442,658,592-93-6285,false
988,6/12/2018,12,621,262-17-4926,true
989,8/1/2017,59,238,816-72-5754,false
990,12/11/2017,824,992,513-23-8351,true
991,6/4/2018,275,629,572-88-4803,true
992,9/16/2017,251,185,564-09-2211,true
993,12/7/2017,421,615,542-15-2062,true
994,12/28/2017,940,505,704-90-9105,true
995,1/18/2018,864,209,370-57-6017,false
996,12/14/2017,858,241,138-59-6547,true
997,6/2/2018,438,282,494-29-4241,true
998,4/23/2018,773,617,698-27-4088,true
999,8/8/2017,758,458,613-55-2444,true
1000,12/13/2017,431,18,220-05-2911,false
